,,,Pellgu Drini i Bardhë,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Oksigjeni i tretur ,OT,mg/l O2,6.34,,6.340,6.340,6.340,1,6.27,9.57,3.02,6.287,,4.72,,4.720,,,,,,,7.89,7.890,3.020,6.294,9.570,6.270,2.573,5
1013,Ngopshmëria me oksigjen,NgO,%,72.3,,72.300,72.300,72.300,1,74.2,109,30.9,71.367,,52,,52.000,,,,,,,86.7,86.700,30.900,70.560,109.000,74.200,30.285,5
1014,Shpenzimi kimik i oksigjenit,SHKO,mg/l O2,3.4,17.6,3.400,10.500,17.600,2,14.7,14.5,7.7,12.300,2.9,4.4,,3.650,,,12.8,12.800,,,2.3,2.300,2.300,8.471,14.700,7.700,5.480,7
1015,Shpenzimi kimik i oksigjenit me dikromat,SHKO-Cr,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1016,Shpenzimi biokimik i oksigjenit ,SHBO5,mg/l O2,1.9,,1.900,1.900,1.900,1,4.5,0.7,1.2,2.133,1,2.6,,1.800,,,5.6,5.600,,,0.5,0.500,0.500,2.300,5.600,1.200,2.022,7
1017,Shpenzimi biokimik i oksigjenit ,SHBO7,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1018,Karboni organik total ,KOT,mg/l C,1.5,8.9,1.500,5.200,8.900,2,4.4,4.4,2.12,3.640,0.8,1.8,,1.300,,,4.1,4.100,,,0.7,0.700,0.700,2.617,4.400,2.120,1.656,7
1019,Meteriet totale të suspenduara ,MTS,mg/l,20.60,1.00,1.000,10.800,20.600,2,32.5,0.15,20.2,17.617,22,27.4,,24.700,,,49.50,49.500,,,28.2,28.200,0.150,25.707,49.500,27.400,14.824,7
1020,Detergjentet ,DET,mg/l,0.15,0.15,0.150,0.150,0.150,2,0.15,0.15,0.15,0.150,0.15,1.3,,0.725,,,0.5,0.500,,,0.15,0.150,0.150,0.364,1.300,0.150,0.433,7
1021,Joni nitratet ,NO3-,mg/l,0.15,0.15,0.150,0.150,0.150,2,14.7,14.7,14.7,14.700,12.1,2.9,,7.500,,,4.3,4.300,,,13,13.000,2.900,10.914,14.700,13.000,5.111,7
1022,Azoti i nitrateve,N-NO3-,mg/l N,0.15,0.15,0.150,0.150,0.150,2,3.322,3.322,3.322,3.322,2.735,0.655,,1.695,,,0.972,0.972,,,2.938,2.938,0.655,2.467,3.322,2.938,1.155,7
1023,Joni nitrit ,NO2-,mg/l,0.0045,0.175,0.005,0.090,0.175,2,0.29,1.61,1.23,1.043,1.591,0.951,,1.271,,,0.634,0.634,,,0.0045,0.005,0.005,0.902,1.610,0.951,0.624,7
1024,Azoti i nitriteve,N-NO2-,mg/l N,0.0045,0.053,0.005,0.029,0.053,2,0.088,0.489,0.374,0.317,0.484,0.289,,0.386,,,0.193,0.193,,,0.0045,0.005,0.005,0.275,0.489,0.289,0.189,7
1025,Joni amonium,NH4+,mg/l,0.067,1.378,0.067,0.723,1.378,2,0.79,0.104,2.21,1.035,2.525,1.679,,2.102,,,3.381,3.381,,,,,0.104,1.782,3.381,1.945,1.192,6
1026,Azoti i amoniumit,N-NH4+,mg/l N,0.052,1.072,0.052,0.562,1.072,2,0.615,0.081,1.719,0.805,1.964,1.306,,1.635,,,2.630,2.630,,,,,0.081,1.386,2.630,1.513,0.927,6
1027,Azoti total inorganik,ATI,mg/l N,0.207,1.275,0.207,0.741,1.275,2,4.025,3.893,5.416,4.444,5.183,2.251,,3.717,,,3.795,3.795,,,2.943,2.943,2.251,3.929,5.416,3.893,1.125,7
1028,Amoniumi i pajonizuar,NH3,mg/l,0.049,1.008,0.049,0.528,1.008,2,0.578,0.076,1.616,0.757,1.847,1.228,,1.537,,,2.473,2.473,,,,,0.076,1.303,2.473,1.422,0.872,6
1029,Azoti i amoniumit te pajonizuar,N-NH3,mg/l N,0.040,0.829,0.040,0.435,0.829,2,0.475,0.063,1.330,0.623,1.520,1.011,,1.265,,,2.035,2.035,,,,,0.063,1.072,2.035,1.170,0.717,6
1030,Azoti total organik+inorganik,AT,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1031,Azoti total organik,ATO,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1032,Ortofosfatet,PO43-,mg/l,0.0015,0.093,0.002,0.047,0.093,2,0.477,0.28,1.1,0.619,0.46,0.471,,0.466,,,0.631,0.631,,,,,0.280,0.570,1.100,0.474,0.283,6
1033,Fosfori I ortofosfateve,P - PO43- ,mg/l P,0.0015,0.030,0.002,0.016,0.030,2,0.156,0.091,0.359,0.202,0.150,0.154,,0.152,,,0.206,0.206,,,,,0.091,0.186,0.359,0.155,0.092,6
1034,Fosfori total (poli+orto),Ptot.,mg/l ,,,0.000,,0.000,0,0.19,0.23,0.69,0.370,0.43,0.195,,0.313,,,0.341,0.341,,,,,0.190,0.346,0.690,0.286,0.193,6
1035,Joni sulfat ,SO42-,mg/l,5.8,9.7,5.800,7.750,9.700,2,48.9,58.8,50.6,52.767,38.4,38,,38.200,,,49,49.000,,,,,38.000,47.283,58.800,48.950,7.928,6
1036,Fortësia e përgjithshme ,Fp,0dH,22.40,23.52,22.400,22.960,23.520,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1037,Fortësia e Kalciumit,Fca,mg/l,4.84,4.20,4.200,4.520,4.840,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1038,Fortësia e Magnezit,FMg,mg/l,17.56,19.32,17.560,18.440,19.320,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1039,Jonet e Kalciumit,Ca+,mg/l,34.61,30.03,30.030,32.318,34.606,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1040,Jonet e Magnezit,Mg+,mg/l,76.21,83.85,76.210,80.030,83.849,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1041,P-Alkaliteti,Pa,ml 0.1 e HCl,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1042,M-Alkaliteti,Ma,ml 0.1 e HCl,7.52,7.79,7.520,7.655,7.790,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1043,Alkaliteti total,AT,mmol/l HCl,7.520,7.790,7.520,7.655,7.790,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1044,Bikarbonatet ,HCO3-,mg/l,458.7,475.2,458.720,466.955,475.190,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1045,Klori i lirë,Cl2,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1046,Kloruret ,Cl-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1047,Silikatet,SiO32-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1048,Silici në Silikate,Si - SiO32-,mg/l Si,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1049,Klorofil a,Chlorophyll a,µg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1050,Fenolet ,C6H5OH,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
