,,,Pellgu Drini i Bardhë,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Oksigjeni i tretur ,OT,mg/l O2,11.86,8.8,8.800,10.330,11.860,2,6,9.21,3.99,6.400,,,,,,,6.2,6.200,9.01,7.2,9.74,8.650,3.990,7.336,9.740,7.200,2.097,7
1013,Ngopshmëria me oksigjen,NgO,%,108.5,72.5,72.500,90.500,108.500,2,64.3,88.5,34.4,62.400,,,,,,,64,64.000,86.6,75,97.8,86.467,34.400,72.943,97.800,75.000,21.177,7
1014,Shpenzimi kimik i oksigjenit,SHKO,mg/l O2,0.3,0.1,0.100,0.200,0.300,2,26.8,2.7,14,14.500,27.8,38.0,,32.900,,,5.5,5.500,4.5,19.4,2.1,8.667,2.100,15.644,38.000,14.000,13.071,9
1015,Shpenzimi kimik i oksigjenit me dikromat,SHKO-Cr,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1016,Shpenzimi biokimik i oksigjenit ,SHBO5,mg/l O2,,,0.000,,0.000,0,2.02,1.4,1.49,1.637,3.1,17.8,,10.450,,,2.8,2.800,2.1,9.71,0.6,4.137,0.600,4.558,17.800,2.100,5.642,9
1017,Shpenzimi biokimik i oksigjenit ,SHBO7,mg/l O2,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1018,Karboni organik total ,KOT,mg/l C,0.15,0.15,0.150,0.150,0.150,2,18,1.1,9.3,9.467,8.7,11.9,,10.300,,,1.9,1.900,1.4,13,0.6,5.000,0.600,7.322,18.000,8.700,6.338,9
1019,Meteriet totale të suspenduara ,MTS,mg/l,0.15,0.15,0.150,0.150,0.150,2,2.6,17.2,0.15,6.650,0.15,0.15,,0.150,,,0.15,0.150,14.30,3.4,13.9,10.533,0.150,5.778,17.200,2.600,7.172,9
1020,Detergjentet ,DET,mg/l,0.15,0.15,0.150,0.150,0.150,2,0.05,0.7,0.15,0.300,0.15,0.15,,0.150,,,0.4,0.400,0.2,0.15,0.15,0.167,0.050,0.233,0.700,0.150,0.198,9
1021,Joni nitratet ,NO3-,mg/l,,0.15,0.150,0.150,0.150,1,0.15,0.7,0.15,0.333,1.6,1.1,,1.350,,,0.15,0.150,1.4,2.4,3.6,2.467,0.150,1.250,3.600,1.100,1.170,9
1022,Azoti i nitrateve,N-NO3-,mg/l N,,0.15,0.150,0.150,0.150,1,0.15,0.158,0.15,0.153,0.362,0.249,,0.305,,,0.15,0.150,0.316,0.542,0.814,0.557,0.150,0.321,0.814,0.249,0.227,9
1023,Joni nitrit ,NO2-,mg/l,,0.0045,0.005,0.005,0.005,1,0.053,,0.052,0.053,0.308,0.461,,0.385,,,0.108,0.108,0.037,0.0045,,0.021,0.005,0.146,0.461,0.053,0.171,7
1024,Azoti i nitriteve,N-NO2-,mg/l N,,0.0045,0.005,0.005,0.005,1,0.016,,0.016,0.016,0.094,0.140,,0.117,,,0.033,0.033,0.011,0.0045,,0.008,0.005,0.045,0.140,0.016,0.052,7
1025,Joni amonium,NH4+,mg/l,,0.781,0.781,0.781,0.781,1,0.291,,0.228,0.260,3.679,3.59,,3.635,,,2.668,2.668,8.44,0.513,,4.477,0.228,2.773,8.440,2.668,2.926,7
1026,Azoti i amoniumit,N-NH4+,mg/l N,,0.608,0.608,0.608,0.608,1,0.226,,0.177,0.202,2.862,2.793,,2.828,,,2.076,2.076,6.566,0.399,,3.483,0.177,2.157,6.566,2.076,2.276,7
1027,Azoti total inorganik,ATI,mg/l N,,0.762,0.762,0.762,0.762,1,0.393,0.158,0.343,0.298,3.317,3.182,,3.250,,,2.259,2.259,6.894,0.946,0.814,2.885,0.158,2.034,6.894,0.946,2.190,9
1028,Amoniumi i pajonizuar,NH3,mg/l,,0.571,0.571,0.571,0.571,1,0.213,,0.167,0.190,2.691,2.625,,2.658,,,1.951,1.951,6.172,0.375,,3.274,0.167,2.028,6.172,1.951,2.140,7
1029,Azoti i amoniumit te pajonizuar,N-NH3,mg/l N,,0.470,0.470,0.470,0.470,1,0.175,,0.137,0.156,2.214,2.161,,2.188,,,1.606,1.606,5.080,0.309,,2.694,0.137,1.669,5.080,1.606,1.761,7
1030,Azoti total organik+inorganik,AT,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1031,Azoti total organik,ATO,mg/l N,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1032,Ortofosfatet,PO43-,mg/l,,0.094,0.094,0.094,0.094,1,0.075,0.177,0.539,0.264,0.075,0.37,,0.223,,,0.252,0.252,0.26,0.02,,0.140,0.020,0.221,0.539,0.215,0.174,8
1033,Fosfori I ortofosfateve,P - PO43- ,mg/l P,,0.031,0.031,0.031,0.031,1,0.024,0.058,0.176,0.086,0.024,0.121,,0.073,,,0.082,0.082,0.085,0.007,,0.046,0.007,0.072,0.176,0.070,0.057,8
1034,Fosfori total (poli+orto),Ptot.,mg/l ,,,0.000,,0.000,0,0.069,0.085,0.313,0.156,0.045,0.135,,0.090,,,0.171,0.171,0.171,0.01,,0.091,0.010,0.125,0.313,0.110,0.096,8
1035,Joni sulfat ,SO42-,mg/l,2.4,,2.400,2.400,2.400,1,9,7.9,6.7,7.867,15.6,9.6,,12.600,,,22.2,22.200,,5.9,,5.900,5.900,10.986,22.200,9.000,5.869,7
1036,Fortësia e përgjithshme ,Fp,0dH,4.2,5.18,4.200,4.690,5.180,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1037,Fortësia e Kalciumit,Fca,mg/l,1.25,3.36,1.250,2.305,3.360,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1038,Fortësia e Magnezit,FMg,mg/l,2.95,1.82,1.820,2.385,2.950,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1039,Jonet e Kalciumit,Ca+,mg/l,8.9375,24.02,8.938,16.481,24.024,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1040,Jonet e Magnezit,Mg+,mg/l,12.803,7.90,7.899,10.351,12.803,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1041,P-Alkaliteti,Pa,ml 0.1 e HCl,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1042,M-Alkaliteti,Ma,ml 0.1 e HCl,1.45,1.71,1.450,1.580,1.710,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1043,Alkaliteti total,AT,mmol/l HCl,1.450,1.710,1.450,1.580,1.710,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1044,Bikarbonatet ,HCO3-,mg/l,88.45,104.3,88.450,96.380,104.310,2,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1045,Klori i lirë,Cl2,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1046,Kloruret ,Cl-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1047,Silikatet,SiO32-,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1048,Silici në Silikate,Si - SiO32-,mg/l Si,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1049,Klorofil a,Chlorophyll a,µg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
1050,Fenolet ,C6H5OH,mg/l,,,0.000,,0.000,0,,,,,,,,,,,,,,,,,0.000,,0.000,,,0
