40,,,Pellgu Drini I Bardhë,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Azoti i amoniumit,N-NH4+,mg/l N,,0.7,0.7,0.7,0.7,1,0.261,,0.066,0.163,1.676,2.817,,2.246,2.451,,,2.451,,1.478,,1.478,0.066,1.458,2.817,1.577,1.118,6,0.273,0.269,0.05,0.197,0.955,1.176,,1.066,,,2.918,2.918,,0.475,,0.475,0.05,0.874,2.918,0.475,0.987,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1027,Azoti total inorganik,ATI,mg/l N,0.443,0.855,0.443,0.649,0.855,2,1.681,0.896,0.518,1.032,2.437,4.092,,3.264,5.147,,,5.147,,4.379,2.463,3.421,0.518,2.702,5.147,2.45,1.687,8,1.176,0.454,0.304,0.645,1.735,2.128,,1.932,,,3.314,3.314,,1.638,2.237,1.938,0.304,1.623,3.314,1.686,0.987,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1028,Amoniumi i pajonizuar,NH3,mg/l,,0.658,0.658,0.658,0.658,1,0.245,,0.062,0.154,1.575,2.648,,2.112,2.304,,,2.304,,1.39,,1.39,0.062,1.371,2.648,1.482,1.051,6,0.257,0.253,0.047,0.186,0.898,1.106,,1.002,,,2.742,2.742,,0.446,,0.446,0.047,0.821,2.742,0.446,0.927,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1029,Azoti i amoniumit te pajonizuar,N-NH3,mg/l N,,0.542,0.542,0.542,0.542,1,0.202,,0.051,0.126,1.296,2.179,,1.738,1.896,,,1.896,,1.144,,1.144,0.051,1.128,2.179,1.22,0.865,6,0.211,0.208,0.039,0.153,0.739,0.91,,0.825,,,2.257,2.257,,0.367,,0.367,0.039,0.676,2.257,0.367,0.763,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1030,Azoti total organik+inorganik,AT,mg/l N,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1031,Azoti total organik,ATO,mg/l N,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1032,Ortofosfatet,PO43-,mg/l,0.104,0.101,0.101,0.103,0.104,2,0.333,0.162,0.205,0.233,0.019,0.408,,0.214,0.175,,,0.175,,0.25,,0.25,0.019,0.222,0.408,0.205,0.126,7,0.114,0.158,0.092,0.121,0.5,0.101,,0.301,,,0.174,0.174,,0.147,,0.147,0.092,0.184,0.5,0.147,0.143,7,,,,,,,,,,,,,,,,,0,,0,,,0
1033,Fosfori I ortofosfateve,P - PO43- ,mg/l P,0.034,0.033,0.033,0.033,0.034,2,0.109,0.053,0.067,0.076,0.006,0.133,,0.07,0.057,,,0.057,,0.082,,0.082,0.006,0.072,0.133,0.067,0.041,7,0.037,0.052,0.03,0.04,0.163,0.033,,0.098,,,0.057,0.057,,0.048,,0.048,0.03,0.06,0.163,0.048,0.047,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1034,Fosfori total (poli+orto),Ptot.,mg/l ,,,0,,0,0,0.16,0.045,0.081,0.095,0.013,0.211,,0.112,0.064,,,0.064,,0.88,,0.88,0.013,0.208,0.88,0.081,0.304,7,0.042,0.055,0.041,0.046,0.049,0.053,,0.051,,,0.131,0.131,,0.06,,0.06,0.041,0.062,0.131,0.053,0.031,7,,,,,,,,,,,,,,,,,0,,0,,,0
1035,Joni sulfat ,SO42-,mg/l,0.5,0.15,0.15,0.325,0.5,2,34.5,4.7,2.9,14.033,3.3,13.2,,8.25,1.2,,,1.2,,16.6,,16.6,1.2,10.914,34.5,4.7,11.896,7,12,11.2,9.8,11,6.3,6.4,,6.35,,,15.3,15.3,,7.98,,7.98,6.3,9.854,15.3,9.8,3.27,7,,,,,,,,,,,,,,,,,0,,0,,,0
1036,Fortësia e përgjithshme ,Fp,0dH,8.12,8.12,8.12,8.12,8.12,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1037,Fortësia e Kalciumit,Fca,mg/l,7.84,7.7,7.7,7.77,7.84,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1038,Fortësia e Magnezit,FMg,mg/l,0.28,0.42,0.28,0.35,0.42,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1039,Jonet e Kalciumit,Ca+,mg/l,56.056,55.06,55.055,55.556,56.056,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1040,Jonet e Magnezit,Mg+,mg/l,1.2152,1.82,1.215,1.519,1.823,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1041,P-Alkaliteti,Pa,ml 0.1 e HCl,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1042,M-Alkaliteti,Ma,ml 0.1 e HCl,2.84,2.86,2.84,2.85,2.86,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1043,Alkaliteti total,AT,mmol/l HCl,2.84,2.86,2.84,2.85,2.86,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1044,Bikarbonatet ,HCO3-,mg/l,173.24,174.5,173.24,173.85,174.46,2,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1045,Klori i lirë,Cl2,mg/l,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1046,Kloruret ,Cl-,mg/l,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1047,Silikatet,SiO32-,mg/l,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1048,Silici në Silikate,Si - SiO32-,mg/l Si,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1049,Klorofil a,Chlorophyll a,µg/l,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
1050,Fenolet ,C6H5OH,mg/l,,,0,,0,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,,0
